request_kbps,declared_bps,index,bytes,duration_s,ttfb_ms,body_ms
6000,5696000,1230,564752,2.014666,103.5,4.7
6000,5696000,1231,1065396,2.0,212.9,5.8
6000,5696000,1232,1015764,2.004,105.3,5.2
6000,5696000,1233,1023284,2.009333,212.0,5.8
6000,5696000,1234,1129692,2.0,212.4,6.1
6000,5696000,1235,966132,2.0,209.9,5.0
6000,5696000,1236,865928,2.0,109.6,3.5
6000,5696000,1237,772304,2.0,110.9,3.3
6000,5696000,1238,1124992,2.0,210.9,6.5
6000,5696000,1239,1164472,2.0,214.0,5.4
8000,7515000,1200,928156,2.044,644.8,5.1
8000,7515000,1201,1489712,2.0,103.4,4.6
8000,7515000,1202,1451172,2.0,203.5,6.1
8000,7515000,1203,1387816,2.02,217.8,5.6
8000,7515000,1204,1359052,2.004,106.1,3.4
8000,7515000,1205,1441772,2.0,104.5,3.6
8000,7515000,1206,1369204,2.0,220.9,5.0
8000,7515000,1207,1479184,2.02,110.5,3.1
8000,7515000,1208,1374280,2.004,106.8,3.0
8000,7515000,1209,1395336,2.0,111.3,3.5
8000,7515000,1210,1430868,2.0,222.0,6.5
8000,7515000,1211,1306412,2.0,214.3,5.9
8000,7515000,1212,1202260,2.004,107.7,3.5
8000,7515000,1213,747112,2.009333,217.0,6.0
8000,7515000,1214,1310360,2.0,102.3,3.8
8000,7515000,1215,710640,2.02,212.3,5.0
8000,7515000,1216,1172932,2.004,213.6,5.7
8000,7515000,1217,1419212,2.0,101.9,3.4
8000,7515000,1218,1008432,2.014666,214.9,6.5
8000,7515000,1219,1458880,2.0,207.4,6.1
8000,7515000,1220,1399660,2.004,109.6,3.9
8000,7515000,1221,1419776,2.0,215.4,6.7
8000,7515000,1222,1099800,2.0,103.0,3.1
8000,7515000,1223,1456812,2.02,111.4,3.8
8000,7515000,1224,1383492,2.004,220.9,5.7
8000,7515000,1225,953160,2.0,112.1,3.7
8000,7515000,1226,1030992,2.0,211.3,5.4
8000,7515000,1227,1528064,2.0,104.8,3.9
8000,7515000,1228,1094348,2.004,215.2,6.2
8000,7515000,1229,1292500,2.0,214.5,6.4
8000,7515000,1230,656684,2.0,102.6,3.9
8000,7515000,1231,1251516,2.0,221.4,5.4
