request_kbps,declared_bps,index,bytes,duration_s,ttfb_ms,body_ms
4000,3538000,331,460976,2.0,216.1,6.7
4000,3538000,332,424504,2.0,310.1,6.0
4000,3538000,333,383332,2.0,319.2,7.3
4000,3538000,334,385212,2.014666,213.3,7.1
4000,3538000,335,542568,2.0,319.8,6.4
4000,3538000,336,689960,2.0,322.2,7.8
4000,3538000,337,446124,2.0,215.7,7.1
4000,3538000,338,707256,2.0,316.2,6.2
4000,3538000,339,576972,2.02,323.5,6.2
12000,11356000,300,2116128,2.044,747.8,10.6
12000,11356000,301,1612664,2.0,222.6,10.0
12000,11356000,302,1273888,2.0,332.2,6.9
12000,11356000,303,1328220,2.0,318.2,8.0
12000,11356000,304,2146020,2.0,215.7,6.9
12000,11356000,305,972712,2.0,320.4,7.3
12000,11356000,306,1914404,2.0,318.3,9.4
12000,11356000,307,1271820,2.02,215.0,8.0
12000,11356000,308,1211848,2.004,322.8,8.2
12000,11356000,309,1607212,2.009333,322.3,8.4
12000,11356000,310,1926812,2.0,208.5,9.1
12000,11356000,311,1505692,2.0,328.3,8.4
12000,11356000,312,1938092,2.0,208.2,8.3
12000,11356000,313,2065180,2.0,327.7,8.6
12000,11356000,314,2165384,2.0,320.9,9.2
12000,11356000,315,964816,2.02,222.5,7.5
12000,11356000,316,2262580,2.0,308.4,8.8
12000,11356000,317,1796340,2.0,208.8,9.5
12000,11356000,318,2139816,2.0,320.2,9.3
12000,11356000,319,1560588,2.0,211.4,9.1
12000,11356000,320,1226512,2.0,332.6,8.2
12000,11356000,321,789600,2.0,319.5,5.2
12000,11356000,322,1283476,2.0,217.3,3.6
12000,11356000,323,678492,2.0,327.4,7.2
12000,11356000,324,890744,2.0,312.8,8.5
12000,11356000,325,1731480,2.0,316.3,9.7
12000,11356000,326,969704,2.0,322.0,7.3
12000,11356000,327,990196,2.0,322.1,7.4
12000,11356000,328,947520,2.004,324.9,6.9
12000,11356000,329,1525808,2.0,216.2,8.3
12000,11356000,330,1052612,2.0,312.1,7.7
12000,11356000,331,1322016,2.0,318.4,8.4
12000,11356000,332,1118412,2.004,207.4,7.6
12000,11356000,333,833968,2.0,311.7,8.1
12000,11356000,334,735644,2.0,322.3,7.2
12000,11356000,335,1040956,2.02,310.7,7.6
12000,11356000,336,1541788,2.0,312.7,3.9
12000,11356000,337,770048,2.0,308.9,6.8
12000,11356000,338,2202420,2.014666,319.6,9.3
12000,11356000,339,1639548,2.0,208.1,9.1
22000,20379000,300,2948592,2.044,751.9,12.1
22000,20379000,301,2520892,2.0,212.9,11.1
22000,20379000,302,1666432,2.0,308.8,8.7
22000,20379000,303,1785248,2.0,215.1,8.7
22000,20379000,304,3545304,2.0,324.3,9.4
22000,20379000,305,1454180,2.0,212.1,7.2
22000,20379000,306,2944080,2.0,323.7,10.4
22000,20379000,307,1691060,2.02,214.1,8.8
22000,20379000,308,1553256,2.0,318.3,8.9
22000,20379000,309,2212948,2.0,317.3,8.6
22000,20379000,310,2872640,2.0,215.9,10.9
22000,20379000,311,1995620,2.0,319.2,8.5
22000,20379000,312,3216680,2.0,314.4,10.7
22000,20379000,313,2811916,2.0,220.4,7.4
22000,20379000,314,3998948,2.0,312.6,10.9
22000,20379000,315,1474296,2.0,316.5,8.1
22000,20379000,316,3474804,2.0,216.4,7.8
22000,20379000,317,3439460,2.0,216.4,10.0
22000,20379000,318,2762472,2.014666,220.7,9.4
22000,20379000,319,1993176,2.0,309.7,7.8
